6450
51.621111          0          0
0          51.621111          0
0          0          51.621111
C2     3.877982     6.463304     40.072485
C2     3.877982     6.463304     42.657807
C1     3.877982     6.463304     45.243128
C2     3.877982     6.463304     47.82845
C2     3.877982     9.048626     1.292661
C2     3.877982     9.048626     3.877982
C2     3.877982     9.048626     6.463304
C2     3.877982     9.048626     9.048626
C2     3.877982     9.048626     11.633947
C2     3.877982     9.048626     14.219269
C2     3.877982     9.048626     16.804591
C2     3.877982     9.048626     19.389912
C2     3.877982     9.048626     21.975234
C2     3.877982     9.048626     24.560555
C2     3.877982     9.048626     27.145877
C2     3.877982     9.048626     29.731199
C2     3.877982     9.048626     32.31652
C2     3.877982     9.048626     34.901842
C2     3.877982     9.048626     37.487164
C2     3.877982     9.048626     40.072485
C2     3.877982     9.048626     42.657807
C2     3.877982     9.048626     45.243128
C2     3.877982     9.048626     47.82845
C2     3.877982     11.633947     1.292661
C2     3.877982     11.633947     3.877982
C2     3.877982     11.633947     6.463304
C2     3.877982     11.633947     9.048626
C2     3.877982     11.633947     11.633947
C1     3.877982     11.633947     14.219269
C1     3.877982     11.633947     16.804591
C2     3.877982     11.633947     19.389912
C2     3.877982     11.633947     21.975234
C2     3.877982     11.633947     24.560555
C2     3.877982     11.633947     27.145877
C2     3.877982     11.633947     29.731199
C1     3.877982     11.633947     32.31652
C2     3.877982     11.633947     34.901842
C2     3.877982     11.633947     37.487164
C1     3.877982     11.633947     40.072485
C1     3.877982     11.633947     42.657807
C2     3.877982     11.633947     45.243128
C2     3.877982     11.633947     47.82845
C2     3.877982     14.219269     1.292661
C2     3.877982     14.219269     3.877982
C2     3.877982     14.219269     6.463304
C2     3.877982     14.219269     9.048626
C2     3.877982     14.219269     11.633947
C2     3.877982     14.219269     14.219269
C2     3.877982     14.219269     16.804591
C2     3.877982     14.219269     19.389912
C2     3.877982     14.219269     21.975234
C2     3.877982     14.219269     24.560555
C2     3.877982     14.219269     27.145877
C2     3.877982     14.219269     29.731199
C2     3.877982     14.219269     32.31652
C2     3.877982     14.219269     34.901842
C2     3.877982     14.219269     37.487164
C2     3.877982     14.219269     40.072485
C2     3.877982     14.219269     42.657807
C2     3.877982     14.219269     45.243128
C2     3.877982     14.219269     47.82845
C2     3.877982     16.804591     1.292661
C2     3.877982     16.804591     3.877982
C2     3.877982     16.804591     6.463304
C2     3.877982     16.804591     9.048626
C2     3.877982     16.804591     11.633947
C2     3.877982     16.804591     14.219269
C2     3.877982     16.804591     16.804591
C2     3.877982     16.804591     19.389912
C2     3.877982     16.804591     21.975234
C2     3.877982     16.804591     24.560555
C2     3.877982     16.804591     27.145877
C2     3.877982     16.804591     29.731199
C2     3.877982     16.804591     32.31652
C2     3.877982     16.804591     34.901842
C2     3.877982     16.804591     37.487164
C2     3.877982     16.804591     40.072485
C2     3.877982     16.804591     42.657807
C2     3.877982     16.804591     45.243128
C2     3.877982     16.804591     47.82845
C2     3.877982     19.389912     1.292661
C2     3.877982     19.389912     3.877982
C2     3.877982     19.389912     6.463304
C2     3.877982     19.389912     9.048626
C2     3.877982     19.389912     11.633947
C1     3.877982     19.389912     14.219269
C2     3.877982     19.389912     16.804591
C2     3.877982     19.389912     19.389912
C2     3.877982     19.389912     21.975234
C2     3.877982     19.389912     24.560555
C2     3.877982     19.389912     27.145877
C2     3.877982     19.389912     29.731199
C2     3.877982     19.389912     32.31652
C2     3.877982     19.389912     34.901842
C2     3.877982     19.389912     37.487164
C2     3.877982     19.389912     40.072485
C2     3.877982     19.389912     42.657807
C2     3.877982     19.389912     45.243128
C2     3.877982     19.389912     47.82845
C2     3.877982     21.975234     1.292661
C2     3.877982     21.975234     3.877982
C2     3.877982     21.975234     6.463304
C2     3.877982     21.975234     9.048626
C2     3.877982     21.975234     11.633947
C2     3.877982     21.975234     14.219269
C2     3.877982     21.975234     16.804591
C2     3.877982     21.975234     19.389912
C2     3.877982     21.975234     21.975234
C2     3.877982     21.975234     24.560555
C2     3.877982     21.975234     27.145877
C2     3.877982     21.975234     29.731199
C2     3.877982     21.975234     32.31652
C2     3.877982     21.975234     34.901842
C2     3.877982     21.975234     37.487164
C2     3.877982     21.975234     40.072485
C2     3.877982     21.975234     42.657807
C1     3.877982     21.975234     45.243128
C2     3.877982     21.975234     47.82845
C2     3.877982     24.560555     1.292661
C2     3.877982     24.560555     3.877982
C2     3.877982     24.560555     6.463304
C2     3.877982     24.560555     9.048626
C1     3.877982     24.560555     11.633947
C2     3.877982     24.560555     14.219269
C2     3.877982     24.560555     16.804591
C2     3.877982     24.560555     19.389912
C2     3.877982     24.560555     21.975234
C2     3.877982     24.560555     24.560555
C2     3.877982     24.560555     27.145877
C2     3.877982     24.560555     29.731199
C2     3.877982     24.560555     32.31652
C2     3.877982     24.560555     34.901842
C1     3.877982     24.560555     37.487164
C2     3.877982     24.560555     40.072485
C2     3.877982     24.560555     42.657807
C2     3.877982     24.560555     45.243128
C2     3.877982     24.560555     47.82845
C2     3.877982     27.145877     1.292661
C2     3.877982     27.145877     3.877982
C2     3.877982     27.145877     6.463304
C2     3.877982     27.145877     9.048626
C1     3.877982     27.145877     11.633947
C2     3.877982     27.145877     14.219269
C2     3.877982     27.145877     16.804591
C2     3.877982     27.145877     19.389912
C2     3.877982     27.145877     21.975234
C2     3.877982     27.145877     24.560555
C2     3.877982     27.145877     27.145877
C2     3.877982     27.145877     29.731199
C2     3.877982     27.145877     32.31652
C2     3.877982     27.145877     34.901842
C2     3.877982     27.145877     37.487164
C2     3.877982     27.145877     40.072485
C2     3.877982     27.145877     42.657807
C2     3.877982     27.145877     45.243128
C2     3.877982     27.145877     47.82845
C2     3.877982     29.731199     1.292661
C2     3.877982     29.731199     3.877982
C2     3.877982     29.731199     6.463304
C2     3.877982     29.731199     9.048626
C2     3.877982     29.731199     11.633947
C2     3.877982     29.731199     14.219269
C2     3.877982     29.731199     16.804591
C2     3.877982     29.731199     19.389912
C2     3.877982     29.731199     21.975234
C2     3.877982     29.731199     24.560555
C2     3.877982     29.731199     27.145877
C2     3.877982     29.731199     29.731199
C2     3.877982     29.731199     32.31652
C2     3.877982     29.731199     34.901842
C2     3.877982     29.731199     37.487164
C2     3.877982     29.731199     40.072485
C2     3.877982     29.731199     42.657807
C2     3.877982     29.731199     45.243128
C2     3.877982     29.731199     47.82845
C2     3.877982     32.31652     1.292661
C2     3.877982     32.31652     3.877982
C2     3.877982     32.31652     6.463304
C2     3.877982     32.31652     9.048626
C2     3.877982     32.31652     11.633947
C2     3.877982     32.31652     14.219269
C2     3.877982     32.31652     16.804591
C2     3.877982     32.31652     19.389912
C2     3.877982     32.31652     21.975234
C2     3.877982     32.31652     24.560555
C2     3.877982     32.31652     27.145877
C2     3.877982     32.31652     29.731199
C2     3.877982     32.31652     32.31652
C2     3.877982     32.31652     34.901842
C2     3.877982     32.31652     37.487164
C2     3.877982     32.31652     40.072485
C1     3.877982     32.31652     42.657807
C2     3.877982     32.31652     45.243128
C2     3.877982     32.31652     47.82845
C2     3.877982     34.901842     1.292661
C2     3.877982     34.901842     3.877982
C2     3.877982     34.901842     6.463304
C2     3.877982     34.901842     9.048626
C2     3.877982     34.901842     11.633947
C2     3.877982     34.901842     14.219269
C2     3.877982     34.901842     16.804591
C2     3.877982     34.901842     19.389912
C2     3.877982     34.901842     21.975234
C2     3.877982     34.901842     24.560555
C2     3.877982     34.901842     27.145877
C2     3.877982     34.901842     29.731199
C2     3.877982     34.901842     32.31652
C2     3.877982     34.901842     34.901842
C2     3.877982     34.901842     37.487164
C2     3.877982     34.901842     40.072485
C2     3.877982     34.901842     42.657807
C2     3.877982     34.901842     45.243128
C2     3.877982     34.901842     47.82845
C2     3.877982     37.487164     1.292661
C2     3.877982     37.487164     3.877982
C2     3.877982     37.487164     6.463304
C2     3.877982     37.487164     9.048626
C2     3.877982     37.487164     11.633947
C1     3.877982     37.487164     14.219269
C2     3.877982     37.487164     16.804591
C2     3.877982     37.487164     19.389912
C2     3.877982     37.487164     21.975234
C2     3.877982     37.487164     24.560555
C2     3.877982     37.487164     27.145877
C2     3.877982     37.487164     29.731199
C2     3.877982     37.487164     32.31652
C2     3.877982     37.487164     34.901842
C2     3.877982     37.487164     37.487164
C2     3.877982     37.487164     40.072485
C2     3.877982     37.487164     42.657807
C2     3.877982     37.487164     45.243128
C2     3.877982     37.487164     47.82845
C2     3.877982     40.072485     1.292661
C2     3.877982     40.072485     3.877982
C2     3.877982     40.072485     6.463304
C2     3.877982     40.072485     9.048626
C1     3.877982     40.072485     11.633947
C2     3.877982     40.072485     14.219269
C2     3.877982     40.072485     16.804591
C2     3.877982     40.072485     19.389912
C2     3.877982     40.072485     21.975234
C2     3.877982     40.072485     24.560555
C2     3.877982     40.072485     27.145877
C2     3.877982     40.072485     29.731199
C2     3.877982     40.072485     32.31652
C2     3.877982     40.072485     34.901842
C2     3.877982     40.072485     37.487164
C2     3.877982     40.072485     40.072485
C2     3.877982     40.072485     42.657807
C1     3.877982     40.072485     45.243128
C2     3.877982     40.072485     47.82845
C1     3.877982     42.657807     1.292661
C2     3.877982     42.657807     3.877982
C2     3.877982     42.657807     6.463304
C2     3.877982     42.657807     9.048626
C2     3.877982     42.657807     11.633947
C2     3.877982     42.657807     14.219269
C2     3.877982     42.657807     16.804591
C2     3.877982     42.657807     19.389912
C2     3.877982     42.657807     21.975234
C2     3.877982     42.657807     24.560555
C2     3.877982     42.657807     27.145877
C2     3.877982     42.657807     29.731199
C2     3.877982     42.657807     32.31652
C2     3.877982     42.657807     34.901842
C2     3.877982     42.657807     37.487164
C2     3.877982     42.657807     40.072485
C2     3.877982     42.657807     42.657807
C2     3.877982     42.657807     45.243128
C2     3.877982     42.657807     47.82845
C2     3.877982     45.243128     1.292661
C1     3.877982     45.243128     3.877982
C2     3.877982     45.243128     6.463304
C2     3.877982     45.243128     9.048626
C2     3.877982     45.243128     11.633947
C1     3.877982     45.243128     14.219269
C2     3.877982     45.243128     16.804591
C2     3.877982     45.243128     19.389912
C2     3.877982     45.243128     21.975234
C2     3.877982     45.243128     24.560555
C2     3.877982     45.243128     27.145877
C2     3.877982     45.243128     29.731199
C2     3.877982     45.243128     32.31652
C2     3.877982     45.243128     34.901842
C2     3.877982     45.243128     37.487164
C2     3.877982     45.243128     40.072485
C2     3.877982     45.243128     42.657807
C2     3.877982     45.243128     45.243128
C2     3.877982     45.243128     47.82845
C2     3.877982     47.82845     1.292661
C2     3.877982     47.82845     3.877982
C2     3.877982     47.82845     6.463304
C2     3.877982     47.82845     9.048626
C2     3.877982     47.82845     11.633947
C2     3.877982     47.82845     14.219269
C2     3.877982     47.82845     16.804591
C2     3.877982     47.82845     19.389912
C2     3.877982     47.82845     21.975234
C2     3.877982     47.82845     24.560555
C2     3.877982     47.82845     27.145877
C2     3.877982     47.82845     29.731199
C2     3.877982     47.82845     32.31652
C2     3.877982     47.82845     34.901842
C2     3.877982     47.82845     37.487164
C2     3.877982     47.82845     40.072485
C2     3.877982     47.82845     42.657807
C2     3.877982     47.82845     45.243128
C2     3.877982     47.82845     47.82845
C2     6.463304     1.292661     1.292661
C2     6.463304     1.292661     3.877982
C2     6.463304     1.292661     6.463304
C2     6.463304     1.292661     9.048626
C2     6.463304     1.292661     11.633947
C2     6.463304     1.292661     14.219269
C2     6.463304     1.292661     16.804591
C2     6.463304     1.292661     19.389912
C2     6.463304     1.292661     21.975234
C2     6.463304     1.292661     24.560555
C2     6.463304     1.292661     27.145877
C2     6.463304     1.292661     29.731199
C1     6.463304     1.292661     32.31652
C2     6.463304     1.292661     34.901842
C2     6.463304     1.292661     37.487164
C2     6.463304     1.292661     40.072485
C2     6.463304     1.292661     42.657807
C1     6.463304     1.292661     45.243128
C2     6.463304     1.292661     47.82845
C2     6.463304     3.877982     1.292661
C2     6.463304     3.877982     3.877982
C2     6.463304     3.877982     6.463304
C2     6.463304     3.877982     9.048626
C2     6.463304     3.877982     11.633947
C2     6.463304     3.877982     14.219269
C2     6.463304     3.877982     16.804591
C2     6.463304     3.877982     19.389912
C2     6.463304     3.877982     21.975234
C2     6.463304     3.877982     24.560555
C2     6.463304     3.877982     27.145877
C2     6.463304     3.877982     29.731199
C2     6.463304     3.877982     32.31652
C2     6.463304     3.877982     34.901842
C2     6.463304     3.877982     37.487164
C1     6.463304     3.877982     40.072485
C2     6.463304     3.877982     42.657807
C1     6.463304     3.877982     45.243128
C1     6.463304     3.877982     47.82845
C2     6.463304     6.463304     1.292661
C1     6.463304     6.463304     3.877982
C2     6.463304     6.463304     6.463304
C2     6.463304     6.463304     9.048626
C2     6.463304     6.463304     11.633947
C2     6.463304     6.463304     14.219269
C2     6.463304     6.463304     16.804591
C1     6.463304     6.463304     19.389912
C2     6.463304     6.463304     21.975234
C2     6.463304     6.463304     24.560555
C2     6.463304     6.463304     27.145877
C2     6.463304     6.463304     29.731199
C2     6.463304     6.463304     32.31652
C2     6.463304     6.463304     34.901842
